home,away,date,gh,ga,full_time,competition,home_ident,away_ident,home_country,away_country,home_code,away_code,home_continent,away_continent,continent,level
Danubio,Liverpool,1974-04-06,3.0,1.0,F,uruguay,Danubio (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Club Social Y Deportivo Huracan Buceo,1974-04-06,1.0,1.0,F,uruguay,River Plate (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Defensor Sporting,1974-04-06,1.0,1.0,F,uruguay,Bella Vista (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,CA Cerro,1974-04-06,2.0,0.0,F,uruguay,CA Fenix (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Montevideo Wanderers,1974-04-06,2.0,1.0,F,uruguay,CA Penarol (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,CA Cerro,1974-04-13,5.0,0.0,F,uruguay,CA Penarol (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,River Plate,1974-04-13,1.0,0.0,F,uruguay,Liverpool (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Rentistas,1974-04-13,1.0,1.0,F,uruguay,Danubio (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Bella Vista,1974-04-13,1.0,0.0,F,uruguay,Montevideo Wanderers (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,Defensor Sporting,1974-04-13,2.0,1.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Nacional,1974-04-13,0.0,0.0,F,uruguay,CA Fenix (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Club Social Y Deportivo Huracan Buceo,1974-04-20,4.0,3.0,F,uruguay,Nacional (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Montevideo Wanderers,1974-04-20,2.0,2.0,F,uruguay,CA Cerro (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Defensor Sporting,1974-04-20,1.0,1.0,F,uruguay,Danubio (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Bella Vista,1974-04-20,1.0,1.0,F,uruguay,Liverpool (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,CA Fenix,1974-04-20,2.0,2.0,F,uruguay,Rentistas (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,River Plate,1974-04-20,1.0,0.0,F,uruguay,CA Penarol (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Club Social Y Deportivo Huracan Buceo,1974-04-27,1.0,0.0,F,uruguay,Rentistas (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,CA Fenix,1974-04-27,1.0,0.0,F,uruguay,Liverpool (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Bella Vista,1974-04-27,3.0,0.0,F,uruguay,Danubio (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Montevideo Wanderers,1974-04-27,2.0,1.0,F,uruguay,River Plate (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,CA Cerro,1974-04-27,1.0,1.0,F,uruguay,Defensor Sporting (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Nacional,1974-04-27,2.0,0.0,F,uruguay,CA Penarol (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Defensor Sporting,1974-05-04,2.0,0.0,F,uruguay,Nacional (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,CA Fenix,1974-05-04,0.0,0.0,F,uruguay,Bella Vista (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Liverpool,1974-05-04,4.0,0.0,F,uruguay,CA Penarol (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,CA Cerro,1974-05-04,2.0,1.0,F,uruguay,Danubio (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,Montevideo Wanderers,1974-05-04,1.0,0.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,River Plate,1974-05-04,0.0,0.0,F,uruguay,Rentistas (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Bella Vista,1974-05-11,1.0,1.0,F,uruguay,Nacional (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Rentistas,1974-05-11,3.0,0.0,F,uruguay,CA Cerro (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,CA Fenix,1974-05-11,1.0,0.0,F,uruguay,Montevideo Wanderers (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Club Social Y Deportivo Huracan Buceo,1974-05-11,2.0,0.0,F,uruguay,Liverpool (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,River Plate,1974-05-11,1.0,1.0,F,uruguay,Defensor Sporting (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Danubio,1974-05-11,3.0,2.0,F,uruguay,CA Penarol (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,CA Penarol,1974-05-18,2.0,6.0,F,uruguay,Rentistas (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Montevideo Wanderers,1974-05-18,2.0,1.0,F,uruguay,Nacional (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Liverpool,1974-05-18,2.0,3.0,F,uruguay,CA Cerro (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Bella Vista,1974-05-18,1.0,1.0,F,uruguay,River Plate (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,CA Fenix,1974-05-18,0.0,0.0,F,uruguay,Defensor Sporting (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,Danubio,1974-05-18,4.0,0.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Nacional,1974-05-25,1.0,2.0,F,uruguay,CA Cerro (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,CA Fenix,1974-05-25,3.0,1.0,F,uruguay,CA Penarol (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Liverpool,1974-05-25,2.0,3.0,F,uruguay,Montevideo Wanderers (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Rentistas,1974-05-25,3.0,4.0,F,uruguay,Defensor Sporting (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Club Social Y Deportivo Huracan Buceo,1974-05-25,2.0,0.0,F,uruguay,Bella Vista (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,River Plate,1974-05-25,4.0,1.0,F,uruguay,Danubio (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,CA Penarol,1974-06-01,1.0,2.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Nacional,1974-06-01,0.0,4.0,F,uruguay,River Plate (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,CA Fenix,1974-06-01,3.0,0.0,F,uruguay,Danubio (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Bella Vista,1974-06-01,1.0,4.0,F,uruguay,CA Cerro (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Defensor Sporting,1974-06-01,4.0,0.0,F,uruguay,Liverpool (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Rentistas,1974-06-01,0.0,0.0,F,uruguay,Montevideo Wanderers (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Nacional,1974-06-08,1.0,2.0,F,uruguay,Danubio (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,CA Cerro,1974-06-08,0.0,0.0,F,uruguay,River Plate (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Liverpool,1974-06-08,0.0,2.0,F,uruguay,Rentistas (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Defensor Sporting,1974-06-08,1.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,CA Fenix,1974-06-08,1.0,1.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,CA Penarol,1974-06-08,4.0,3.0,F,uruguay,Bella Vista (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Club Social Y Deportivo Huracan Buceo,1974-06-15,3.0,0.0,F,uruguay,CA Cerro (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,River Plate,1974-06-15,1.0,0.0,F,uruguay,CA Fenix (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Bella Vista,1974-06-15,3.0,1.0,F,uruguay,Rentistas (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Nacional,1974-06-15,1.0,2.0,F,uruguay,Liverpool (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Defensor Sporting,1974-06-15,3.0,2.0,F,uruguay,CA Penarol (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Danubio,1974-06-15,2.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Nacional,1974-06-22,0.0,2.0,F,uruguay,Rentistas (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Danubio,1974-06-22,3.0,2.0,F,uruguay,Liverpool (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,River Plate,1974-06-22,0.0,2.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Bella Vista,1974-06-22,0.0,0.0,F,uruguay,Defensor Sporting (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,CA Fenix,1974-06-22,3.0,1.0,F,uruguay,CA Cerro (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,CA Penarol,1974-06-22,0.0,0.0,F,uruguay,Montevideo Wanderers (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,CA Penarol,1974-06-29,1.0,2.0,F,uruguay,CA Cerro (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Liverpool,1974-06-29,1.0,3.0,F,uruguay,River Plate (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Danubio,1974-06-29,0.0,1.0,F,uruguay,Rentistas (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Montevideo Wanderers,1974-06-29,1.0,1.0,F,uruguay,Bella Vista (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Club Social Y Deportivo Huracan Buceo,1974-06-29,4.0,2.0,F,uruguay,Defensor Sporting (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,CA Fenix,1974-06-29,3.0,0.0,F,uruguay,Nacional (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,Nacional,1974-08-03,1.0,0.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,CA Cerro,1974-08-03,2.0,3.0,F,uruguay,Montevideo Wanderers (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Danubio,1974-08-03,1.0,0.0,F,uruguay,Defensor Sporting (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Liverpool,1974-08-03,4.0,3.0,F,uruguay,Bella Vista (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Rentistas,1974-08-03,1.0,1.0,F,uruguay,CA Fenix (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,CA Penarol,1974-08-03,0.0,2.0,F,uruguay,River Plate (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,Rentistas,1974-08-10,2.0,2.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Liverpool,1974-08-10,1.0,4.0,F,uruguay,CA Fenix (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Danubio,1974-08-10,1.0,1.0,F,uruguay,Bella Vista (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,River Plate,1974-08-10,1.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Defensor Sporting,1974-08-10,0.0,1.0,F,uruguay,CA Cerro (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,CA Penarol,1974-08-10,0.0,3.0,F,uruguay,Nacional (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Nacional,1974-08-17,2.0,0.0,F,uruguay,Defensor Sporting (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Bella Vista,1974-08-17,2.0,1.0,F,uruguay,CA Fenix (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,CA Penarol,1974-08-17,5.0,2.0,F,uruguay,Liverpool (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Danubio,1974-08-17,2.0,1.0,F,uruguay,CA Cerro (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Club Social Y Deportivo Huracan Buceo,1974-08-17,1.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Club Social Y Deportivo Huracan Buceo (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Rentistas,1974-08-17,2.0,2.0,F,uruguay,River Plate (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Nacional,1974-08-24,1.0,5.0,F,uruguay,Bella Vista (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,CA Cerro,1974-08-24,3.0,3.0,F,uruguay,Rentistas (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Montevideo Wanderers,1974-08-24,1.0,2.0,F,uruguay,CA Fenix (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Social Y Deportivo Huracan Buceo,Liverpool,1974-08-24,2.0,6.0,F,uruguay,Club Social Y Deportivo Huracan Buceo (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Defensor Sporting,1974-08-24,0.0,0.0,F,uruguay,River Plate (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,CA Penarol,1974-08-24,1.0,3.0,F,uruguay,Danubio (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,CA Penarol,1975-03-01,3.0,3.0,F,uruguay,Defensor Sporting (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
